Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,put,100,90,0.02,0.75,1,50000,1000,5,4.205507416,4.20549896,22.02479497,-0.101485223
OMP,put,100,90,0.02,0.75,1,50000,1000,10,4.182489137,4.182473206,21.96969704,-0.1565831465
OMP,put,100,90,0.02,0.75,1,50000,1000,25,4.17783238,4.177817974,21.96831704,-0.1579631514
OMP,put,100,90,0.02,0.75,1,50000,1000,50,4.822096448,4.822082897,21.92625181,-0.2000283821
OMP,put,100,90,0.02,0.75,1,50000,1000,100,5.351379877,5.351367005,21.9330339,-0.1932462884
OMP,put,100,90,0.02,0.75,1,75000,200,1,1.813746336,1.813731819,21.98019013,-0.1460900575
OMP,put,100,90,0.02,0.75,1,75000,200,5,1.463549525,1.463537464,22.01721893,-0.1090612629
OMP,put,100,90,0.02,0.75,1,75000,200,10,1.284840254,1.284831592,21.96776984,-0.1585103493
OMP,put,100,90,0.02,0.75,1,75000,200,25,1.523313436,1.523306346,21.95988757,-0.1663926244
OMP,put,100,90,0.02,0.75,1,75000,200,50,1.413716502,1.413708063,22.01407452,-0.1122056683
